validation_id,model_id,runtime_secs,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_fold_11_test,MeanSquaredError_mean,MeanSquaredError_std
p02,AutoETS-auto_True,4.111392259597778,1.5786347280871071,4.508118003682108,4.967129975311056,3.2239666670205036,2.855629647269608,3.060525128815221,1.7073102129840756,3.692941727082036,6.265338619914928,4.308903013107426,6.056783435936278,1.2222144227305562,3.620624631828408,1.6691912167625993
p02,StatsForecastAutoCES-model_Z,53.66211986541748,1.6214221630285446,2.5388669662423933,3.561971513338975,3.245856447907186,3.014141279142168,2.540203225066368,2.715154891210504,2.8484610357238527,4.698053812128299,3.232841760295781,4.048267077914056,1.145506603450815,2.9342288979540787,0.9643081999894503
p02,StatsForecastAutoETS-model_ANN,1.2829463481903076,1.5558194710042366,2.851739708823871,3.363320859079648,2.9677136770008015,3.0199895594897357,2.310013221016171,2.899218200108471,3.5432946638038336,5.553971635179671,3.021025192414851,3.852082376850787,1.5775427279951308,3.0429776077306006,1.056278532076225
p02,StatsForecastAutoETS-model_MNN,0.29734015464782715,1.5558194710042366,2.851739708823871,3.363320859079648,2.9677136770008015,3.0199895594897357,2.310013221016171,2.899218200108471,3.5432946638038336,5.553971635179671,3.021025192414851,3.852082376850787,1.5775427279951308,3.0429776077306006,1.056278532076225
p02,StatsForecastAutoTheta-decomposition_type_additive,131.9736053943634,1.5564266734369216,2.8478891530608124,3.359517808317167,2.9645703988286116,3.0212353710687663,2.306803628020588,2.9052200417773024,3.542824777571039,5.552325069129747,3.017309568321851,3.847508553342263,1.5787015831089821,3.041694385498671,1.0554760174234359
p02,StatsForecastAutoTheta-decomposition_type_multiplicative,97.9197473526001,1.5564266734369216,2.8478891530608124,3.359517808317167,2.9645703988286116,3.0212353710687663,2.306803628020588,2.9052200417773024,3.542824777571039,5.552325069129747,3.017309568321851,3.847508553342263,1.5787015831089821,3.041694385498671,1.0554760174234359
p03,AutoETS-auto_True,1.1757128238677979,1.419423932300857,1.3486684098889,6.081420336111402,2.299010590103868,1.9843390221486747,2.5797118719768135,2.5947805254603025,6.471274017958811,9.63740984543146,5.725117493908272,0.5484418609892264,1.0650063126530132,3.479550351577634,2.8140879330471615
p03,StatsForecastAutoCES-model_Z,37.07605218887329,1.0874246936978997,1.09039002875896,5.4867329752781355,2.396867662390762,2.3944768006666486,2.68424481403935,3.0698680779774996,5.961694031507421,10.51368252230029,3.9700619017314533,1.2598930247309859,1.6917704957491226,3.467258919069044,2.74045364375737
p03,StatsForecastAutoETS-model_ANN,0.3508143424987793,1.423659214228719,0.9542249331903994,5.195781240439603,2.384764343142152,2.135066047661217,2.763457014242813,2.5984236674483574,5.819124958355501,10.199296582518524,4.906746890659279,0.7895228869316506,2.2003200041395865,3.4475323152464825,2.686170619147958
p03,StatsForecastAutoETS-model_MNN,0.29729652404785156,1.423659214228719,0.9542249331903994,5.195781240439603,2.384764343142152,2.135066047661217,2.763457014242813,2.5984236674483574,5.819124958355501,10.199296582518524,4.906746890659279,0.7895228869316506,2.2003200041395865,3.4475323152464825,2.686170619147958
