validation_id,model_id,runtime_secs,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_fold_11_test,MeanSquaredError_mean,MeanSquaredError_std
p02,ChronosForecaster-T5-Small,12.996944427490234,1.5200477417102964,2.3983906362458702,3.3573727935070963,2.6883821516514828,3.749248322490234,1.9346048991182638,2.3503245335196397,0.529813591997545,2.410836018465233,1.3247192428924859,2.9606512191918486,1.3117735062642766,2.2113470547545226,0.9312263467906756
p03,ChronosForecaster-T5-Small,7.639568328857422,0.6967445632248126,2.3474465233610715,4.612473448379019,2.5961086905213433,1.5800872230281808,2.0673221149369376,4.239145597554582,5.583049167961631,8.160139268615197,1.8637255882740806,0.6731154502114852,0.9083723485015528,2.943977498714158,2.281496082299918
p04,ChronosForecaster-T5-Small,3.3255748748779297,1.0464283994747827,1.2575249072723635,1.8749649364267766,2.8208347407004193,2.64144637324502,2.1866419412339226,1.6625361153405904,1.7365017787778942,1.1161753916183503,1.7342306139175085,2.1537120074932643,,1.8391815641364446,0.5805593658777417
p10,ChronosForecaster-T5-Small,3.2971761226654053,1.829715960851778,2.3578479989963155,1.464715961306858,1.7757950789447998,1.6248668518775051,1.4394894443834734,1.7528220344522738,0.9308816789310561,1.0303757488159622,0.9568705591768714,0.9963938229165317,,1.4690704673321293,0.4569052755421913
p11,ChronosForecaster-T5-Small,3.289825439453125,1.988503574072331,2.6950795094212348,4.329983778926749,2.2710314345209577,3.5377278464657334,2.381943202051926,2.4946197848989398,1.728434377449069,3.375003717058837,5.154521772929865,1.9856496673303374,,2.903863515011453,1.080260212983237
p12,ChronosForecaster-T5-Small,3.369105815887451,1.1043524883579834,3.0180881683721346,7.320176698337316,3.227214905353706,2.574672935477107,1.0396081396948842,1.1050661979366254,1.1083616761499984,0.9873453164511155,2.8146373319816247,2.585535786026634,,2.4440963312853756,1.8536469461389997
