validation_id,model_id,runtime_secs,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_fold_11_test,MeanSquaredError_mean,MeanSquaredError_std
p02,ZeroShotTinyTimeMixerForecaster,7.877197265625,1.543777809101793,2.5550951802561364,2.3853163984319368,3.195643827199353,2.908391904520946,2.113801016087905,1.9833855678509738,1.2751424783906748,1.55735712665843,1.005188884361006,2.6721482245891903,2.2723267906859754,2.1222979340111934,0.6735367165793182
p03,ZeroShotTinyTimeMixerForecaster,4.828758478164673,1.1133030293057535,4.2320427228813875,4.177848187676456,2.5071555698067676,1.4128082892778384,2.982082941572619,3.258696440831761,4.997467655267185,8.37089331266647,2.743437639236907,1.0479022906141326,1.7160510234072224,3.213307425212042,2.0694664467486716
p04,ZeroShotTinyTimeMixerForecaster,0.4319169521331787,1.4892059031033407,1.5504318147441718,1.83009590649231,1.8596677710743121,3.0605689251551706,2.571942532775637,1.368886622886368,1.9476613527486526,1.2588638078584535,1.5502347944892174,1.7578651347594079,,1.840493142371549,0.5380413466523617
p10,ZeroShotTinyTimeMixerForecaster,0.4425640106201172,2.137892645155244,2.3034162013353696,1.7185099502631678,1.7519455214077497,1.7717660773109456,1.67123694927324,1.7953479845357028,0.6525181319335339,0.8101475166844778,0.70883392972184,0.9510040329237283,,1.479328994595,0.5891331922349868
p11,ZeroShotTinyTimeMixerForecaster,0.4325573444366455,1.602927686501969,2.0213480352713926,3.9140561493104604,2.55873408796391,1.9149868068262206,2.2530586072634597,2.6539550851211646,1.5155352068059884,4.177431668997295,4.239274272771599,1.1196586108264885,,2.5428151106963592,1.1025867036376102
p12,ZeroShotTinyTimeMixerForecaster,0.9240467548370361,1.0812421385264983,4.001441544558453,6.554656560368711,4.681349199611451,2.717393796422907,1.6201045495631066,0.8891390584977789,2.1034825987441885,0.8533433792645134,1.2409765370800478,2.2363188637219578,,2.5435862023963285,1.8271439008511465
