validation_id,model_id,runtime_secs,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_fold_11_test,MeanSquaredError_mean,MeanSquaredError_std
p02,ARCH-p_15-q_12-o_12-lags_24-power_1-dist_normal-mean_AR-vol_GARCH,17.919931888580322,1.5061540408376006,2.3112916389949882,3.285236714369821,4.549540236517382,3.43969606442727,2.564681806468643,1.8720389204373433,0.6988026504367298,1.5636806384086566,1.0781856559701144,2.9720473572925608,0.7359726699071931,2.2147773661723584,1.1917542321496393
p02,ARCH-p_15-q_12-o_12-lags_24-power_1-dist_normal-mean_HAR-vol_GARCH,16.411481857299805,1.4660403077993434,2.308107761590438,3.2855032362169294,4.532683831232414,3.4256998111913575,2.5646868088042125,1.8718041166216977,0.6988972852283436,1.5636325710672372,1.0939437391495574,2.9694608639987616,0.7331926832938016,2.2094710846828414,1.188479353438833
p02,ARCH-p_15-q_12-o_12-lags_36-power_1-dist_normal-mean_AR-vol_GARCH,20.050309419631958,1.5260841748453169,2.463783485706048,3.257430208557975,4.651564900977385,3.4968606102675097,2.722765319192204,1.9413178141313965,0.7822302494060384,1.566091857251725,1.0236327864095456,2.92181630275059,0.6219501528045442,2.2479606551916897,1.223018943332263
p02,ARCH-p_15-q_12-o_12-lags_36-power_1-dist_normal-mean_HAR-vol_GARCH,17.25662136077881,1.5285239865782678,2.560891198286814,3.240162015223652,4.657260623601918,3.462539057621399,2.7304566719815107,1.9403120716817321,0.7825408499489825,1.5661089045465284,1.024278127705893,2.925261018851081,0.62492133573565,2.2536046551469524,1.2213904660522859
p02,ARCH-p_15-q_12-o_12-lags_48-power_1-dist_normal-mean_AR-vol_GARCH,21.435774564743042,1.5136351872438951,2.5250910483060687,3.2957112511847306,4.587247273483171,3.450747005419841,2.768797689432455,1.939953695779396,0.7977137374178976,1.5795466348530385,0.9138546069528108,2.899050256625044,0.6397694336741157,2.2425931516977053,1.2187398922711887
p02,ARCH-p_15-q_12-o_12-lags_48-power_1-dist_normal-mean_HAR-vol_GARCH,21.12868571281433,1.4843678786006222,2.586245392731255,3.2920280697403403,4.599564508133256,3.4437049603668974,2.725998500293951,1.9427644531741874,0.8020871251203883,1.5813447806612004,0.9288832556947476,2.899505526098769,0.6545826131744237,2.245089755315836,1.2175704146013113
p02,ARCH-p_15-q_12-o_24-lags_24-power_1-dist_normal-mean_AR-vol_GARCH,25.57952857017517,1.4971733483230747,2.283558139330492,3.269578118503429,4.571691632817081,3.452017013939664,2.6070589149633134,1.8618271444148722,0.6984908455491873,1.5018881943233577,1.0230481834696092,2.9483514931336354,0.7043750211539608,2.201588170826806,1.207607305269967
p02,ARCH-p_15-q_12-o_24-lags_24-power_1-dist_normal-mean_HAR-vol_GARCH,24.72096610069275,1.497154739686223,2.288561073370436,3.2696453828412713,4.571614583330278,3.4534835900204133,2.611970927790757,1.8604809526465336,0.6994121078761552,1.4981981620312816,1.0053854415016215,2.9405267801296815,0.6993775779502561,2.1996509432645754,1.2097477471309783
p02,ARCH-p_15-q_12-o_24-lags_36-power_1-dist_normal-mean_AR-vol_GARCH,25.263831615447998,1.579477527827246,2.490272443409671,3.2408231461220045,4.660096725975239,3.4891328795044356,2.7373502557413523,1.943852246988381,0.7906001787678112,1.4676334928412131,0.8748310091723962,2.877988213989634,0.6098769292505961,2.2301612541324984,1.2386576273914789
p02,ARCH-p_15-q_12-o_24-lags_36-power_1-dist_normal-mean_HAR-vol_GARCH,29.839240550994873,1.5755178828214644,2.398417725142834,3.2409696830192454,4.660138719836746,3.4713536115626633,2.7686663919031838,1.9456691211635015,0.7825790675530157,1.4805316682937948,0.9346506400325081,2.870619551580727,0.6109864382144518,2.228341708427011,1.2307623289163026
p02,ARCH-p_15-q_12-o_24-lags_48-power_1-dist_normal-mean_AR-vol_GARCH,32.595898389816284,1.6174822637781117,2.545062282527137,3.3002675029075523,4.625899404749823,3.4416581626943077,2.801050645032352,1.9561187391277786,0.824614580104554,1.5250136051286642,0.8177141347852513,2.873502627618918,0.6885902175357546,2.251414513832517,1.2240274850182518
p02,ARCH-p_15-q_12-o_24-lags_48-power_1-dist_normal-mean_HAR-vol_GARCH,29.44373607635498,1.5630602836917074,2.5935311196438517,3.2600950039774306,4.632979585480824,3.452692511513004,2.7838181521424583,1.95528342905579,0.816547200584947,1.4473980786104559,0.8083769297774992,2.834373804230461,0.6548279001009913,2.233581999900785,1.2346194994073736
p02,ARCH-p_15-q_24-o_12-lags_24-power_1-dist_normal-mean_AR-vol_GARCH,21.866345643997192,1.5649766303962347,2.409646871277343,3.3403511045262584,4.497757667261546,3.426946241985254,2.567578086315535,1.8803609714248997,0.7046840533911226,1.5871333654878856,1.1140452610272187,2.985104581390668,0.7426237628748611,2.2351007164465693,1.1788438184847854
