validation_id,model_id,runtime_secs,PinballLoss_fold_0_test,PinballLoss_fold_1_test,PinballLoss_fold_2_test,PinballLoss_fold_3_test,PinballLoss_fold_4_test,PinballLoss_fold_5_test,PinballLoss_fold_6_test,PinballLoss_fold_7_test,PinballLoss_fold_8_test,PinballLoss_fold_9_test,PinballLoss_fold_10_test,PinballLoss_fold_11_test,PinballLoss_mean,PinballLoss_std,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_fold_11_test,MeanSquaredError_mean,MeanSquaredError_std
glu001,NaiveForecaster-strategy_last,3.1489107608795166,2.1403387888447964,0.1262428079968997,0.12126501063974574,0.12803492208896688,0.24365890927639777,0.7017794622200946,0.11612185953104599,0.17369405975456537,0.11768954176459241,0.42987333743758027,0.11965127744609116,0.13524100989840349,0.3794659155749316,0.5820746134957776,7.000049361567916,1.7781921745559164,0.6903169212593072,1.6809729376612093,2.143920030715545,3.466198354030401,0.6014185204343517,2.2170244279744358,0.6676017282230574,2.8967669782599583,1.264818850875313,1.7296140885125124,2.1780745311724936,1.754290073349427
glu001,NaiveForecaster-strategy_mean,0.08354806900024414,0.24332404141953262,0.19821580377191267,0.19638461413537028,0.19039700040665877,0.20763258664298084,0.20227043132769695,0.19584973806320982,0.19253824764318406,0.19351507499614812,0.19867706296405688,0.21050822937292007,0.21350572164174653,0.2035682126987848,0.014477582391269788,2.4204847333736437,0.9122894398713884,0.9286289383288101,1.6776054715263757,1.2793603450964506,1.7240591836891865,0.6367227068430208,1.4195795212951217,0.6553986305812882,1.058966542925623,1.4195594801933569,1.2443946602697948,1.281420804499505,0.5052135757028957
