validation_id,model_id,runtime_secs,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_fold_11_test,MeanSquaredError_fold_12_test,MeanSquaredError_fold_13_test,MeanSquaredError_fold_14_test,MeanSquaredError_fold_15_test,MeanSquaredError_fold_16_test,MeanSquaredError_fold_17_test,MeanSquaredError_fold_18_test,MeanSquaredError_fold_19_test,MeanSquaredError_fold_20_test,MeanSquaredError_fold_21_test,MeanSquaredError_fold_22_test,MeanSquaredError_fold_23_test,MeanSquaredError_fold_24_test,MeanSquaredError_fold_25_test,MeanSquaredError_fold_26_test,MeanSquaredError_fold_27_test,MeanSquaredError_fold_28_test,MeanSquaredError_mean,MeanSquaredError_std
p01,AutoREG-lags_16-trend_ct-seasonal_False,0.1160268783569336,3.1111846954534905,2.4139188197990964,2.6591816539891844,2.932496219937857,4.2246256541084675,4.674238304998586,1.2265152696567947,4.657267478022412,2.822735190049578,1.9309214706201938,2.2063883847130694,3.627295150059239,2.4933941003698457,3.9470973390628648,7.271039777961514,2.8923263722504395,6.954950320169305,7.575977861317917,4.7117542471622365,3.5226359395843385,4.569620228500844,1.6337111269501638,3.666796794162331,4.720965956539432,3.350627749533261,2.6312552075999798,2.117902496719787,1.4367269432652967,2.2938066960163033,3.526805429261167,1.6445626492178196
p01,AutoREG-lags_16-trend_n-seasonal_False,0.11551570892333984,3.1601281386609883,1.585601426982647,2.3575827652361734,3.1952841951503155,5.009509728891226,3.6777511970960246,1.2027465088662306,2.309543599622745,1.1702229092916583,1.7200976742469931,2.964089223844718,4.814897613824871,3.39809350325029,3.1698127693181166,5.737862173997549,2.2869694584368383,3.9443314572376735,6.14820144852746,2.5896725016490847,1.9997422555966693,1.7378196549970082,3.0869100271382366,4.010799735203773,4.505258792796014,4.92578400169453,3.128642121128248,4.022151190058582,2.8570965549569634,4.2264374405701295,3.273897933388681,1.311123905696709
p01,AutoREG-lags_16-trend_t-seasonal_False,0.11799836158752441,3.111184695453746,4.440880539442379,2.902161653681561,5.323840407776705,6.1741413545429475,3.5216459663931348,2.5132001683175433,2.3618355329939944,1.1411093066481486,3.2401482783921813,4.4155025955043765,6.20432697215894,4.366963697468148,3.334504541612128,5.313708460931069,2.5906780324388463,3.0273728302714686,5.1530520337126156,2.0969655091866835,1.7888007212011934,1.4637319475699788,4.4451419017166325,4.7466329292397536,5.037489805174057,5.834578127719625,4.0305869829450405,5.1691503292200425,3.794167975286694,5.268164318095798,3.890057503968808,1.4261419367012742
p01,AutoREG-lags_2-trend_c-seasonal_False,0.10300207138061523,4.110165505221411,3.4270390791814287,2.620217921293438,3.5123908657079848,4.156760600667604,4.477538520932329,1.68538417111826,5.294736940892429,4.199089017751448,3.5285343425513633,2.0542396787258173,3.256776820455434,2.6685758033905307,3.6740479792675123,7.001014122491182,2.994806127285002,6.944508830669684,7.8945600303793295,4.541538802467258,3.8048040121196105,4.456860947903848,1.3812758721227116,3.6283685012311526,5.1485608827708305,3.4115715014133605,2.5823598807585575,1.9815878307921695,1.7034907875212977,2.5918563751076897,3.7494021293858855,1.5904011573482038
p01,AutoREG-lags_2-trend_ct-seasonal_False,0.103515625,3.524751732441404,2.1155314902111146,3.296510480269294,3.0320063168979683,4.143783484397842,4.929521265531631,1.5207753043995633,5.574536122070185,3.6591355446103284,3.0029551192267627,2.074159692045693,3.035617414137997,2.6759716378721023,3.779580609376222,7.401577638077952,3.215998267995177,7.1528420719071315,7.976333500433705,4.333147050989643,3.7913487970807633,4.387543009117945,1.4742660716714633,3.5793482109086425,4.984149522544064,3.35683116966791,2.568547336285918,1.9328505922029942,1.6518154951956772,2.436899892179168,3.6761494772326304,1.6870131095528198
p01,AutoREG-lags_2-trend_n-seasonal_False,0.10199832916259766,4.110165505216531,2.9349922832205837,2.5691123077943065,3.932077318199408,5.105239311595726,3.969185447807066,2.101687422030255,2.72252362200257,2.125216549438394,0.7365721233704992,3.3355917903243957,5.020126559704702,3.532101736541457,2.957905724911561,5.208900892018664,2.467695934760535,4.1348614269594375,5.841903626236125,2.4656712387925332,2.012500461366888,1.9152089630022584,3.0914394772759435,3.93032145437372,4.4125488748544095,4.3321328622790265,3.211680905227348,4.204286155106511,3.4310577675803127,4.725147725911794,3.4668226023414817,1.1780521480151347
p01,AutoREG-lags_2-trend_t-seasonal_False,0.10851550102233887,3.524751732442333,5.748256372664584,3.6910360752213145,6.3694344197338495,6.261619402373288,3.9126154853000727,3.7329327471541935,1.8738672674831665,0.6215803491424923,1.7890248271876432,4.853276814484553,6.2717242756455835,4.585953493575326,3.248529572513064,4.756516318574043,2.854048440508218,3.179394934306537,4.880246523504933,1.8718481779615264,1.870561773058161,1.4391676093528631,4.468497816474113,4.668500129753295,4.743481810843553,5.1823172789253515,4.190325285441561,5.368594944949439,4.423402658238247,5.792814278100494,4.006011062583234,1.5661498138003256
p01,AutoREG-lags_20-trend_c-seasonal_False,0.11703991889953613,4.065919523803734,2.637209262383594,2.3264667980671003,3.0411568284097035,4.112161283818613,4.172398718385529,1.0216990377409843,4.652650592622011,3.3820244825479495,2.551265569817335,2.2205692726320807,4.155069973001942,2.523687107761043,3.916201239677979,6.793885197938421,2.6014612599253213,6.813662065196003,7.508669399556816,5.0702806190537455,3.5640952222432123,4.834758161905731,1.4868393677225016,3.7528417572235986,4.82286519639432,3.322949002046914,2.634259428026048,2.175530620807296,1.4961325855989198,2.423782010920386,3.588982468456166,1.596430437069524
p01,AutoREG-lags_20-trend_ct-seasonal_False,0.11651134490966797,4.000482988851921,2.6180566919108337,2.6502474660517414,2.861758955789632,4.106695892714614,4.494865928037964,0.9443424688467719,4.754006139508078,2.6281811884212107,1.8107699410971667,2.2868078556919524,4.0267008341656085,2.5628872179375297,3.971506469544329,7.118491053465755,2.783519872282698,6.98508226397317,7.527372494514119,4.801367442160291,3.492347567709284,4.710169284556464,1.7044976469247104,3.725351002873969,4.669711076473646,3.332042187449231,2.608260402959352,2.1700010160342806,1.4493363251849116,2.2963088559636216,3.5548678803825804,1.647673832641461
p01,AutoREG-lags_20-trend_n-seasonal_False,0.11300015449523926,4.065919523804282,1.809250036131581,2.305686441708104,3.3085091036018963,5.082501098420048,3.545458099881384,1.0626371748198467,2.259022303647109,0.9607594312635911,1.9745140918931006,3.058112137976779,5.1361470765533435,3.3273091052078576,3.1671274374608562,5.673923889849697,2.276825673105678,3.870674613683923,6.1159304307984375,2.5075009851264225,1.9777020067799327,1.624898189908626,3.1065130914696386,3.9826789507077573,4.537206106232908,4.995705220585787,3.136176019915939,3.951041669242238,2.775050365177593,4.465970462124392,3.3124396805889225,1.3484497414027186
p01,AutoREG-lags_20-trend_t-seasonal_False,0.12299895286560059,4.0004829888513775,4.742278572999436,2.891951393667892,5.300411970084722,6.230564558689747,3.4575903435160966,2.4500072384188005,2.425207345870923,1.4128342233813858,3.5058598356967914,4.495817911015221,6.559734493692861,4.227431803713884,3.372027052562765,5.281673112335816,2.5952982617705174,2.991680325909167,5.150342193333635,2.0774064816726416,1.8027321110615009,1.4649711276427755,4.456111402007243,4.72999647838926,5.050574856111151,5.862809784246261,4.0035714315654705,5.091548546733989,3.696121963125414,5.416212425656926,3.9566638011628856,1.4300345816360713
p01,AutoREG-lags_24-trend_c-seasonal_False,0.11699938774108887,4.5474903759878735,2.7724059957010865,2.351109180098049,3.020573175596136,4.076913372028007,4.155253856183303,0.9791328785104735,4.693450720436238,3.364900433217171,2.5650397059712087,2.248073730603611,4.080121584129929,2.469909789151311,3.9615779245256855,6.781823878153536,2.611109384872507,6.851488712012602,7.538033979239985,5.0263689077452804,3.578396176286263,4.721764716371903,1.431900505993278,3.7681223199120524,4.838796293679676,3.297464272717882,2.632621657027893,2.159844619478588,1.5081859529368646,2.515337356356724,3.6050762570663837,1.6042670598151285
p01,AutoREG-lags_24-trend_ct-seasonal_False,0.12099862098693848,4.526690005632564,2.632913839133014,2.661623480411853,2.8369115125018944,4.075093384424033,4.479216427906414,0.915507960315852,4.818669836189129,2.612219455390529,1.8295150683646568,2.311242916011715,3.951107018272623,2.5087339338988235,4.016206077697159,7.101491106199584,2.7902814818106623,7.022390981612616,7.559431231287623,4.768204740774777,3.5112704904582954,4.6049269218703985,1.6159987143890078,3.751134512109404,4.696612024330741,3.3129233459395966,2.6054881039995563,2.1503452008634496,1.473465489024021,2.3793115636797766,3.5696181663620616,1.6606186590544638
