validation_id,model_id,runtime_secs,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_fold_11_test,MeanSquaredError_mean,MeanSquaredError_std
p02,ARCH-p_15-q_12-o_12-lags_24-power_1-dist_ged-mean_AR-vol_EGARCH,20.42714238166809,1.480558984528045,2.382516956585417,3.4825472109767888,4.535408117624701,3.492896958757588,2.8323087232742794,1.9520586041453911,0.7629587173754211,1.7468763723748284,1.555572535647908,232184255757354.44,748.2832347300317,19348687979843.91,67025821281530.48
p02,ARCH-p_15-q_12-o_12-lags_24-power_1-dist_ged-mean_HAR-vol_EGARCH,15.882843732833862,1.8252104589812932,2.3712024892309373,3.48249527697372,4.536358137885545,3.496424199328725,2.825269237359779,1.9517096121682795,0.7594119328994916,1.7702529204411401,1.7537221460703998,3.41005231994586,0.46406618579996617,2.387181243090428,1.2031344624568125
p02,ARCH-p_15-q_12-o_12-lags_36-power_1-dist_ged-mean_AR-vol_EGARCH,16.287813186645508,1.5882522647957107,295.8926711370698,3.3988258628924126,4.655436781764298,3.5381105399529913,3.0291693738195287,2.0520533164221524,0.8298620527666905,1.558406598355713,1.2741542861136095,44023644212.9075,1.638442608441719e+18,1.3653688770544696e+17,4.729776393624687e+17
p02,ARCH-p_15-q_12-o_12-lags_36-power_1-dist_ged-mean_HAR-vol_EGARCH,17.34674906730652,1.5114679184601747,7.726957425495672,3.4172959057736025,4.656066728331879,3.54941374775245,3.0134949405352685,2.0424335698310796,0.8307557237715735,1.753415830093957,1.5547792752323448,2.846847865689512,inf,inf,
p02,ARCH-p_15-q_12-o_12-lags_48-power_1-dist_ged-mean_AR-vol_EGARCH,25.371270656585693,1.7258099615877747,30989.674981736633,313357467.5835544,4.677873810235004,3.6225244926518014,3.4569756621951924,1.9970112423695294,0.8356000028921364,1.281134519071008,9381051.921952207,1.81162611545133e+42,5.6764261851028825,1.509688429542775e+41,5.229714127133907e+41
p02,ARCH-p_15-q_12-o_12-lags_48-power_1-dist_ged-mean_HAR-vol_EGARCH,22.642965078353882,1.503461637481399,2534346.2811510162,38.67529456355913,4.669941145883857,3.569770047885425,2.993051931443698,2.0271443080141416,0.8309701309000982,1.6686345740740067,3.098462023674175,15.18231451338062,3.0781372887933716e+18,2.5651144073299216e+17,8.885816961436724e+17
p02,ARCH-p_15-q_12-o_24-lags_24-power_1-dist_ged-mean_AR-vol_EGARCH,20.217079401016235,1.4722948687852653,2.3891689378135745,3.476560742649587,4.595206295774995,3.510189299909029,2.8205595154085326,1.950916384789001,0.7530627399267773,1.6500403459038837,1.614418641816212,3.4176439059751678,0.5218895256826241,2.347662600369554,1.2384646668400001
p02,ARCH-p_15-q_12-o_24-lags_24-power_1-dist_ged-mean_HAR-vol_EGARCH,20.252878189086914,1.4545222426131823,2.3898160994104622,3.476450571612292,4.5951937778144485,3.511425511668177,2.8133663788516996,1.942497565310734,0.7502109229125935,1.6573097257445193,1.649904841778532,3.41608791903926,0.5234560414558308,2.348353466517644,1.2374820281147771
p02,ARCH-p_15-q_12-o_24-lags_36-power_1-dist_ged-mean_AR-vol_EGARCH,24.761724948883057,1.5368219460986614,2.519893425952324,3.4099889312122786,4.721918429340753,3.55650076684521,3.017351196343273,2.046565868277612,0.8234761503088062,1.654311890279656,1.5817523346238958,3.396024732407081,0.4903098978800676,2.3962429641308014,1.2564084977791938
p02,ARCH-p_15-q_12-o_24-lags_36-power_1-dist_ged-mean_HAR-vol_EGARCH,24.5091769695282,1.4861228984676842,2.5166022505798513,3.413076723851192,4.7441016918590195,3.5536473770654218,3.0142270526171986,2.0396860608041734,0.8212935917049329,1.6734138005514374,1.5827839451855397,3.3919597732552456,0.48716258017796316,2.3936731455099713,1.2626970505350488
p02,ARCH-p_15-q_12-o_24-lags_48-power_1-dist_ged-mean_AR-vol_EGARCH,29.887404680252075,1.6530619791073007,2.5566767469693827,3.407145310662628,4.695133944634034,3.54276181690549,2.915050242074436,2.002852744616562,0.8256663878185174,1.6391644912814998,1.3696369706726865,3.18761165736372,0.46006119810640433,2.3545686241843886,1.2457682660684557
p02,ARCH-p_15-q_12-o_24-lags_48-power_1-dist_ged-mean_HAR-vol_EGARCH,28.80809473991394,1.4951255344174763,2.5041235794374845,3.503672637743765,4.716017080836611,3.561019721972077,2.9730233069876513,2.027886372193462,0.8294155953792117,1.6149417971348725,1.535907323388044,3.3763572325462987,0.49018519450847337,2.385639614712119,1.2668629215499514
p02,ARCH-p_15-q_24-o_12-lags_24-power_1-dist_ged-mean_AR-vol_EGARCH,18.134211778640747,1.7068260314134325,2.401513838180368,3.5049529531532024,4.539226185977231,3.4856592227357317,2.829014540175172,1.9472620066881694,0.7597351818045976,inf,1.3841495304604172,464846618508274.25,1.2277784938762195e+46,inf,
p02,ARCH-p_15-q_24-o_12-lags_24-power_1-dist_ged-mean_HAR-vol_EGARCH,18.416685581207275,67348049.78761488,2.39771171818425,3.5064658807971907,4.53917215702911,3.484737705410393,2.8298292178906967,1.9464055312220938,0.7577476207919438,1.7758247168388506,1.6583411141404996,2.199106838125119,1.1576687779947189e+17,9647239822234998.0,3.3419019028616376e+16
