validation_id,model_id,runtime_secs,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_fold_11_test,MeanSquaredError_mean,MeanSquaredError_std
p02,ARCH-p_15-q_12-o_12-lags_24-power_1-dist_normal-mean_AR-vol_HARCH,20.185773372650146,1.5226883474956256,2.2679034979002206,3.2163630961799963,4.635049830556276,3.4606280760205164,2.5625881291256007,1.8834508045434712,0.7849551580006434,1.3444742322427143,1.0735068919987276,2.9987920425488603,0.5838134061763333,2.1945177927324155,1.2247341238544451
p02,ARCH-p_15-q_12-o_12-lags_24-power_1-dist_normal-mean_HAR-vol_HARCH,11.683760166168213,1.5226613395506985,2.267909322783262,3.2163580199266013,4.635112400393752,3.460615046043907,2.562557136283725,1.8834412915395433,0.7849440131342773,1.3444694777383386,1.0735039924131955,2.998783229031232,0.5838114715706928,2.1945138950341025,1.2247460132019916
p02,ARCH-p_15-q_12-o_12-lags_36-power_1-dist_normal-mean_AR-vol_HARCH,25.02094793319702,1.6780302407458783,2.346983300532294,3.253064342448613,4.8575264462172205,3.5367524617689896,2.7575674848460676,1.9951994243374163,0.8898601053790494,1.3160732897931746,0.9397828073198189,2.915182096226085,0.5181585809493627,2.250348381713664,1.2792318924832886
p02,ARCH-p_15-q_12-o_12-lags_36-power_1-dist_normal-mean_HAR-vol_HARCH,18.644195556640625,1.6780588285949745,2.3470001464752293,3.25306611854683,4.857519627638348,3.5367659289614832,2.75755226206758,1.9951873069754387,0.8898557645599977,1.3160647372620284,0.9396576353236152,2.915173839801734,0.5085809483784398,2.2495402620488085,1.2804242863883328
p02,ARCH-p_15-q_12-o_12-lags_48-power_1-dist_normal-mean_AR-vol_HARCH,32.053552865982056,1.8714599377425496,2.3082854671986186,3.238764181923349,4.861747227552305,3.4585669071295135,2.7613608176964832,1.9678295545811797,0.8826651766538203,1.3124264927598306,0.803573476691082,2.817473278928983,0.6603974250292568,2.2453791619905807,1.2590297963303552
p02,ARCH-p_15-q_12-o_12-lags_48-power_1-dist_normal-mean_HAR-vol_HARCH,27.609389305114746,1.8714359391059616,2.308300010114076,3.2387789220219028,4.861740239426247,3.528518595391286,2.770538375302279,1.9766505094435578,0.8986489161326734,1.2878446891357114,0.8943884272262345,2.8903364573422885,0.5054002272298804,2.252715108989342,1.2781028707867026
p02,ARCH-p_15-q_12-o_24-lags_24-power_1-dist_normal-mean_AR-vol_HARCH,14.682066679000854,1.5226883474956256,2.2679034979002206,3.2163630961799963,4.635049830556276,3.4606280760205164,2.5625881291256007,1.8834508045434712,0.7849551580006434,1.3444742322427143,1.0735068919987276,2.9987920425488603,0.5838134061763333,2.1945177927324155,1.2247341238544451
p02,ARCH-p_15-q_12-o_24-lags_24-power_1-dist_normal-mean_HAR-vol_HARCH,10.715002536773682,1.5226613395506985,2.267909322783262,3.2163580199266013,4.635112400393752,3.460615046043907,2.562557136283725,1.8834412915395433,0.7849440131342773,1.3444694777383386,1.0735039924131955,2.998783229031232,0.5838114715706928,2.1945138950341025,1.2247460132019916
p02,ARCH-p_15-q_12-o_24-lags_36-power_1-dist_normal-mean_AR-vol_HARCH,24.771892786026,1.6780302407458783,2.346983300532294,3.253064342448613,4.8575264462172205,3.5367524617689896,2.7575674848460676,1.9951994243374163,0.8898601053790494,1.3160732897931746,0.9397828073198189,2.915182096226085,0.5181585809493627,2.250348381713664,1.2792318924832886
p02,ARCH-p_15-q_12-o_24-lags_36-power_1-dist_normal-mean_HAR-vol_HARCH,16.783910036087036,1.6780588285949745,2.3470001464752293,3.25306611854683,4.857519627638348,3.5367659289614832,2.75755226206758,1.9951873069754387,0.8898557645599977,1.3160647372620284,0.9396576353236152,2.915173839801734,0.5085809483784398,2.2495402620488085,1.2804242863883328
p02,ARCH-p_15-q_12-o_24-lags_48-power_1-dist_normal-mean_AR-vol_HARCH,30.060254096984863,1.8714599377425496,2.3082854671986186,3.238764181923349,4.861747227552305,3.4585669071295135,2.7613608176964832,1.9678295545811797,0.8826651766538203,1.3124264927598306,0.803573476691082,2.817473278928983,0.6603974250292568,2.2453791619905807,1.2590297963303552
p02,ARCH-p_15-q_12-o_24-lags_48-power_1-dist_normal-mean_HAR-vol_HARCH,28.077823638916016,1.8714359391059616,2.308300010114076,3.2387789220219028,4.861740239426247,3.528518595391286,2.770538375302279,1.9766505094435578,0.8986489161326734,1.2878446891357114,0.8943884272262345,2.8903364573422885,0.5054002272298804,2.252715108989342,1.2781028707867026
p02,ARCH-p_15-q_24-o_12-lags_24-power_1-dist_normal-mean_AR-vol_HARCH,15.06413197517395,1.5226883474956256,2.2679034979002206,3.2163630961799963,4.635049830556276,3.4606280760205164,2.5625881291256007,1.8834508045434712,0.7849551580006434,1.3444742322427143,1.0735068919987276,2.9987920425488603,0.5838134061763333,2.1945177927324155,1.2247341238544451
p02,ARCH-p_15-q_24-o_12-lags_24-power_1-dist_normal-mean_HAR-vol_HARCH,10.818105936050415,1.5226613395506985,2.267909322783262,3.2163580199266013,4.635112400393752,3.460615046043907,2.562557136283725,1.8834412915395433,0.7849440131342773,1.3444694777383386,1.0735039924131955,2.998783229031232,0.5838114715706928,2.1945138950341025,1.2247460132019916
