validation_id,model_id,runtime_secs,PinballLoss_fold_0_test,PinballLoss_fold_1_test,PinballLoss_fold_2_test,PinballLoss_fold_3_test,PinballLoss_fold_4_test,PinballLoss_fold_5_test,PinballLoss_fold_6_test,PinballLoss_fold_7_test,PinballLoss_fold_8_test,PinballLoss_fold_9_test,PinballLoss_fold_10_test,PinballLoss_mean,PinballLoss_std,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_mean,MeanSquaredError_std
p01,AutoARIMA-start_p_2-max_p_72-start_q_2-max_q_72-seasonal_False-n_jobs_-1,84.94365406036377,0.541096945773092,0.3288632066345987,0.5584083966576706,0.29800995474470954,0.3060439495614869,0.2923156746502892,0.293842807287061,0.8822467147962152,0.5918081121130783,0.30738197805573886,0.3098200678749396,0.42816707346808003,0.19222188311691013,4.456070796569304,2.222603242749057,3.950726841970051,1.0660326699169125,2.8877595391485538,2.464791822229971,2.503991662346901,7.534798032888724,6.212204034852243,3.9836089898657003,2.6624493199450145,3.6313669956802213,1.8839553333847507
p01,NaiveForecaster-strategy_last,2.371122360229492,0.3211410075983905,0.4541946902128319,1.124252588940171,0.3026076557278091,0.3004899768683654,0.2903710879924712,0.288121018265053,2.1792537921484625,0.5629818920617946,0.297418067006605,0.2845127941676023,0.5823040519081415,0.5855088041168869,5.020856500638113,4.28354409338809,6.494029309039702,4.278726446035082,0.6496794081185996,2.1914416868049824,2.49899979991996,9.211519056775234,5.744236241659982,3.688337475521096,2.0892582415776175,4.1955116599525875,2.4020581665845238
p01,NaiveForecaster-strategy_mean,1.4846360683441162,0.2922373003080425,0.33491208040459586,0.3131043118711,0.310531099259152,0.330654990544367,0.3379875710060477,0.3408666647621639,0.9362785259137778,0.7079419300982395,0.34246006328562306,0.3403325757876438,0.41702791938552297,0.20728248590590725,4.206051024549398,2.428973559919768,2.2268338823676306,3.2345076874820022,3.8808657432122957,3.185102482123446,2.4954062593897857,7.2484903428530565,6.65570927663178,3.109178129004539,3.397336553810379,3.8244049946676437,1.6614996046162056
p05,AutoARIMA-start_p_2-max_p_72-start_q_2-max_q_72-seasonal_False-n_jobs_-1,47.00608158111572,0.24625776250952452,0.21731953776562085,0.25023355365432043,0.20614204702653455,0.28737890541838323,0.21492697825342744,0.2066565506304074,0.21541834939551552,0.23566154114620366,0.2581050871379681,0.2225385107080361,0.23278534760417652,0.025442221860258987,3.336064059279851,3.252001665007496,3.2203545913462785,3.06259407008445,2.4345567824175482,1.1323208778825278,1.2184243545069506,3.669526234352656,2.4603557687152646,3.3634206625149092,1.4533042763889519,2.6002657584088076,0.9336510366341519
p05,NaiveForecaster-strategy_last,2.3273489475250244,0.1842653754526003,0.19811871961376143,0.23521379730739733,0.20761100212471484,0.3072583191375999,0.215596662505561,0.2122845015795366,0.21626289845909769,0.29149487368647964,0.6768845794070559,0.2270222517828235,0.27018299827787523,0.14001795620888824,2.951750892831801,0.5634713834792326,3.2855146448435564,1.019803902718557,1.8519359240175308,1.9080749461171598,1.4852048119142804,1.4043681853417214,3.474430408954346,5.536582881164157,1.959379153371462,2.3127742849776185,1.4085400002256612
p05,NaiveForecaster-strategy_mean,1.4570934772491455,0.25027371415347777,0.21984540261088242,0.23666383901422572,0.3787665268751396,0.2321146482874492,0.23801977921830145,0.2334099201999308,0.2821536521181883,0.27860006872394255,0.2567405607972672,0.2560240392333583,0.26023746829383304,0.04380339107472558,2.830172993208931,3.257021349022289,3.186281103942502,4.709651671446187,2.4555355450016854,0.9965791989003764,2.0142381584631175,4.631768307171712,3.0052233116483307,3.026651629890122,1.749681670966148,2.896618630878309,1.115504821728318
p06,AutoARIMA-start_p_2-max_p_72-start_q_2-max_q_72-seasonal_False-n_jobs_-1,59.86711645126343,0.16420780963389037,0.3581854242889683,0.24029177201449176,0.2437480928222016,0.33316862944562464,0.3215350118657343,0.26820430630343706,1.6404215097961914,0.2387588139763277,0.2357147741064837,0.2358784234245701,0.3891013243343565,0.4186316113993919,0.994117319683911,2.1858412410909653,1.3343267432098713,3.32837833117721,0.6070460295536597,2.7527208762077864,3.3810562321214297,7.8856886224764855,3.107563420992726,1.1849333503977952,3.250087872507201,2.728341821765367,1.9982005236821376
p06,NaiveForecaster-strategy_last,0.18411469459533691,0.19492555048214305,0.432549651424908,0.22554194294125512,0.23254868748106203,0.22131166364610644,0.21535939181407648,0.8238499238037016,1.186866553656924,0.22459260006092607,0.22704956411027938,0.5800820000489895,0.41497068449730656,0.32512517173151306,1.3841965178398625,3.1846783080753895,2.6229245763714464,3.4253223692571386,0.6822145312631992,2.8385001908284826,5.592070278528338,6.992078851576737,2.0633710281963356,1.8828170383762728,5.425480009486103,3.2812412454363002,1.9534586602822333
p06,NaiveForecaster-strategy_mean,0.11934828758239746,0.1963104699647099,0.28134508643815925,0.2603092247658525,0.2915284281844204,0.2841920016805962,0.33341917099750235,0.28930666814376454,1.540067602239136,0.3044695715319592,0.29924556074244535,0.29691903459476265,0.3979193472075735,0.3803360676217754,1.833387204595719,1.7146731259599024,2.144367726132454,3.034486011537191,3.2298876266269816,3.874547534081318,3.6788727313850123,7.94492297024247,4.036321473458881,2.015548210785356,3.3459670603842984,3.3502710613808713,1.7404129477098527
