validation_id,model_id,runtime_secs,MeanSquaredError_mean,MeanSquaredError_std
p02,NaiveForecaster-strategy_last,3.770198106765747,3.0949383712891216,1.4852496449457258
p02,NaiveForecaster-strategy_mean,0.3670048713684082,2.487576701821546,0.8473106000377705
p03,NaiveForecaster-strategy_last,0.384202241897583,4.082299784300917,2.506367691383016
p03,NaiveForecaster-strategy_mean,0.3924641609191894,3.062346978670909,1.169928729027612
p04,NaiveForecaster-strategy_last,0.3585259914398193,2.345193136421696,1.4388907775715791
p04,NaiveForecaster-strategy_mean,0.3268849849700928,1.871561985530864,0.6913507965691392
p10,NaiveForecaster-strategy_last,0.3616411685943603,1.7959386902825902,0.8488058925321654
p10,NaiveForecaster-strategy_mean,0.3729801177978515,1.383980978021637,0.7053538084943747
p11,NaiveForecaster-strategy_last,0.3687787055969238,2.8970557293148893,1.739674016946983
p11,NaiveForecaster-strategy_mean,0.3216750621795654,2.7869038248415654,1.0827528387966467
p12,NaiveForecaster-strategy_last,0.3862171173095703,2.662348632546707,2.0847951707729884
p12,NaiveForecaster-strategy_mean,0.3408169746398926,2.593799914487889,1.4119987132794023
