validation_id,model_id,runtime_secs,MeanSquaredError_mean,MeanSquaredError_std
glu001,AutoREG-lags_1-trend_c-seasonal_False,0.0990998744964599,1.9330653768826769,1.4165052179427855
glu001,AutoREG-lags_1-trend_n-seasonal_False,3.359349012374878,2.0272909501457863,1.5156381605464049
glu001,AutoREG-lags_2-trend_c-seasonal_False,0.0864498615264892,1.2063142949623538,0.6791828020484454
glu001,AutoREG-lags_2-trend_n-seasonal_False,0.084402322769165,2.6449977851649167,0.8612522261648399
glu001,AutoREG-lags_3-trend_c-seasonal_False,0.0862810611724853,1.096191989669295,0.436427813582474
glu001,AutoREG-lags_3-trend_n-seasonal_False,0.0993919372558593,1.8511037431046784,0.943528063599752
glu001,AutoREG-lags_4-trend_c-seasonal_False,0.084083080291748,1.04312970870848,0.4149908630753485
glu001,AutoREG-lags_4-trend_n-seasonal_False,0.0853660106658935,1.4485913143089653,1.021120643990207
