validation_id,model_id,runtime_secs,PinballLoss_mean,PinballLoss_std,MeanSquaredError_mean,MeanSquaredError_std
p02,AutoARIMA-start_p_2-max_p_216-start_q_2-max_q_216-seasonal_False-n_jobs_-1,284.0628952980041,0.2509855684207299,0.0969201524255949,1.940629177116571,0.8981605975749198
p03,AutoARIMA-start_p_2-max_p_216-start_q_2-max_q_216-seasonal_False-n_jobs_-1,424.3952584266663,0.3051813192040227,0.2437846528094722,2.527652693431538,1.5161526133861378
p04,AutoARIMA-start_p_2-max_p_216-start_q_2-max_q_216-seasonal_False-n_jobs_-1,276.4706988334656,0.1967857122652156,0.0816904183269175,1.8692295949649185,0.4819550295480207
p10,AutoARIMA-start_p_2-max_p_216-start_q_2-max_q_216-seasonal_False-n_jobs_-1,284.6871178150177,0.2030039173802088,0.0781202141203454,1.350220186723507,0.5552296389772945
p11,AutoARIMA-start_p_2-max_p_216-start_q_2-max_q_216-seasonal_False-n_jobs_-1,306.02721333503723,0.4152398849750142,0.3459168443617388,3.171313479789825,2.3882191839103064
p12,AutoARIMA-start_p_2-max_p_216-start_q_2-max_q_216-seasonal_False-n_jobs_-1,266.11731004714966,0.2562960676166374,0.1048769938157379,1.94938928240258,0.8794060573925117
