validation_id,model_id,runtime_secs,PinballLoss_mean,PinballLoss_std,MeanSquaredError_mean,MeanSquaredError_std
p01,AutoETS-auto_True,2.7477307319641118,0.8938454462809006,0.1741754181099979,4.459679675947751,2.446335011158911
p01,StatsForecastAutoCES-model_Z,55.51154065132141,1.4316322222902356,1.1003554036057237,4.686850024349438,2.4456565810003923
p01,StatsForecastAutoETS-model_ANN,2.39463210105896,0.5823714861522546,0.5851931896720666,4.195521711079987,2.4020880282986874
p01,StatsForecastAutoETS-model_MNN,0.9084913730621338,0.6760721002714193,0.5702941519235214,4.195521711079987,2.4020880282986874
p01,StatsForecastAutoTheta-decomposition_type_additive,5.55115008354187,0.6070899506107814,0.6223820077073822,4.192593049241988,2.4034239863124207
p01,StatsForecastAutoTheta-decomposition_type_multiplicative,2.6538245677948,0.6070899506107814,0.6223820077073822,4.192593049241988,2.4034239863124207
p05,AutoETS-auto_True,0.389871597290039,0.6328673822985024,0.0457680898453703,2.4256526098123903,1.0911791672028384
p05,StatsForecastAutoCES-model_Z,53.03818440437317,0.5422271347869977,0.4077927721381034,2.3207945181712977,1.2706825007154965
p05,StatsForecastAutoETS-model_ANN,0.1273190975189209,0.2702248019560573,0.1399051779918791,2.31278073501501,1.408549249417296
p05,StatsForecastAutoETS-model_MNN,0.1273245811462402,0.2585739688754085,0.0817593156833441,2.31278073501501,1.408549249417296
p05,StatsForecastAutoTheta-decomposition_type_additive,5.679617881774902,0.2668416066231791,0.1164673169312754,2.313529817879312,1.4088086334155432
p05,StatsForecastAutoTheta-decomposition_type_multiplicative,2.684969663619995,0.2668416066231791,0.1164673169312754,2.313529817879312,1.4088086334155432
p06,AutoETS-auto_True,1.8134841918945312,0.6554760064094152,0.0201597469287372,4.507108704334133,3.0669637196027484
p06,StatsForecastAutoCES-model_Z,55.99532437324524,0.9414811309472176,0.7270049615599025,3.3909760229250625,1.8668622078917132
p06,StatsForecastAutoETS-model_ANN,0.1622316837310791,0.4150283860622943,0.3248273622161275,3.2812497459400447,1.9534328846593425
p06,StatsForecastAutoETS-model_MNN,0.7857391834259033,0.3210157829493283,0.131674248998392,3.2812497459400447,1.9534328846593427
p06,StatsForecastAutoTheta-decomposition_type_additive,5.9254467487335205,0.4050483066479458,0.3305960066386817,3.2864435432146863,1.9465743062862235
p06,StatsForecastAutoTheta-decomposition_type_multiplicative,2.837687969207764,0.4050483066479458,0.3305960066386817,3.2864435432146863,1.9465743062862235
