dataset,dataset_label,model,score,n,n_hypo,base_rate,operating_point,thr,tp,fp,fn,tn,sens,spec,ppv,npv,fp_per100,alarms_per100,ppv_lo,ppv_hi,fp_per100_lo,fp_per100_hi,spec_lo,spec_hi
lynch_2022,IOBP2,tft,point,2928,597,0.2038934426229508,sens80,-7.137951850891113,478,1499,119,832,0.8006700167504187,0.35692835692835695,0.24178047546788062,0.8748685594111462,51.19535519125683,67.52049180327869,0.22100843815196802,0.2640261055928172,47.06284153005465,55.56693989071038,0.3037107915035294,0.40853582736206134
lynch_2022,IOBP2,tft,point,2928,597,0.2038934426229508,youden,-6.592312335968018,351,847,246,1484,0.5879396984924623,0.6366366366366366,0.2929883138564274,0.8578034682080925,28.9275956284153,40.91530054644809,,,,,,
lynch_2022,IOBP2,ttm,point,2928,597,0.2038934426229508,sens90,-9.071536738615265,538,2130,59,201,0.9011725293132329,0.08622908622908623,0.20164917541229385,0.7730769230769231,72.74590163934427,91.12021857923497,0.18607179224250536,0.2169022135009447,70.28688524590164,76.19620901639344,0.044909565848880575,0.11327339274435792
lynch_2022,IOBP2,ttm,point,2928,597,0.2038934426229508,sens80,-8.483731502928839,478,1856,119,475,0.8006700167504187,0.20377520377520378,0.20479862896315337,0.7996632996632996,63.387978142076506,79.71311475409836,0.18862238957531421,0.22335000047779677,59.2896174863388,66.80413251366119,0.16260191981931113,0.2542100310480149
lynch_2022,IOBP2,ttm,point,2928,597,0.2038934426229508,youden,-5.539165866877633,132,148,465,2183,0.22110552763819097,0.9365079365079365,0.4714285714285714,0.8243957703927492,5.054644808743169,9.562841530054644,,,,,,
lynch_2022,IOBP2,deepar,point,2928,597,0.2038934426229508,sens90,-8.312105655670166,538,2053,59,278,0.9011725293132329,0.11926211926211926,0.2076418371285218,0.8249258160237388,70.11612021857924,88.49043715846994,0.1919834859656237,0.22635666836233703,65.67622950819673,73.12158469945355,0.08557458522156854,0.17515265221142665
lynch_2022,IOBP2,deepar,point,2928,597,0.2038934426229508,sens80,-7.602397918701172,478,1694,119,637,0.8006700167504187,0.2732732732732733,0.22007366482504603,0.8425925925925926,57.8551912568306,74.18032786885246,0.20326673137946386,0.24040917730238118,54.03005464480874,61.13387978142077,0.2333226495726496,0.32015812170191815
lynch_2022,IOBP2,deepar,point,2928,597,0.2038934426229508,youden,-5.021341323852539,149,138,448,2193,0.24958123953098826,0.9407979407979408,0.519163763066202,0.830367285119273,4.713114754098361,9.801912568306012,,,,,,
tamborlane_2008,Tamborlane,chronos2,point,10782,4152,0.3850862548692265,sens90,-8.752483367919922,3737,5019,415,1611,0.9000481695568401,0.2429864253393665,0.4267930561900411,0.7951628825271471,46.54980523094046,81.20942311259506,0.4158437507267949,0.43919998401036636,44.93600445186422,47.83922277870525,0.22568570734626783,0.2650281784924905
tamborlane_2008,Tamborlane,chronos2,point,10782,4152,0.3850862548692265,sens80,-7.830780029296875,3322,3905,830,2725,0.8000963391136802,0.4110105580693816,0.4596651445966514,0.7665260196905767,36.21777035800408,67.02838063439066,0.44649134005308705,0.47310374004809364,34.900528658875906,37.55332962344649,0.39210514487954873,0.42980154172768276
