dataset,dataset_label,model,metric,point,lo,hi,n,unit
brown_2019,DCLP3,toto,auroc,0.7097185124173927,0.6729412252906088,0.7455338714949955,3809,patient
brown_2019,DCLP3,toto,auprc,0.3712440745325443,0.31306339284511636,0.433774101799738,3809,patient
brown_2019,DCLP3,deepar,rmse,2.732753686412925,2.5305547026305133,2.9411309995415453,3809,patient
brown_2019,DCLP3,deepar,wql,0.8153202609313027,0.7655996123968032,0.8686261868662473,3809,patient
brown_2019,DCLP3,deepar,auroc,0.6822633388372563,0.650848065759601,0.7128883158367995,3809,patient
brown_2019,DCLP3,deepar,auprc,0.3550897736620946,0.3057550689131473,0.40740531258290563,3809,patient
brown_2019,DCLP3,tide,rmse,2.509754882747835,2.3437102497143405,2.681200718308782,3809,patient
brown_2019,DCLP3,tide,wql,0.7124160400273709,0.663788337588175,0.7639018906181193,3809,patient
brown_2019,DCLP3,tide,auroc,0.663501372968465,0.6266114703087096,0.7015923726856718,3809,patient
brown_2019,DCLP3,tide,auprc,0.3359597214311736,0.28222948453250685,0.3938668950707671,3809,patient
lynch_2022,IOBP2,chronos2,rmse,2.24831094065991,2.102180727407507,2.3960509054489987,2928,patient
lynch_2022,IOBP2,chronos2,wql,0.6136756792560158,0.5771427775049252,0.6522708985424531,2928,patient
lynch_2022,IOBP2,chronos2,auroc,0.6500376902386953,0.6233002745151192,0.6766434879555555,2928,patient
lynch_2022,IOBP2,chronos2,auprc,0.41847827041811625,0.3639830915330482,0.47268118406119164,2928,patient
lynch_2022,IOBP2,tft,rmse,2.384860206527764,2.2313489263965622,2.540940185752753,2928,patient
lynch_2022,IOBP2,tft,wql,0.6554357756156038,0.6168630959573486,0.6961852435077308,2928,patient
lynch_2022,IOBP2,tft,auroc,0.6150270873888964,0.594550550887386,0.6357487317669007,2928,patient
lynch_2022,IOBP2,tft,auprc,0.37213055336844253,0.32858998907132625,0.4166223140056409,2928,patient
lynch_2022,IOBP2,patchtst,rmse,2.451244781091121,2.3147013435123744,2.5919482448431417,2928,patient
lynch_2022,IOBP2,patchtst,wql,0.7049868951207703,0.6694459179651808,0.7425472525261223,2928,patient
lynch_2022,IOBP2,patchtst,auroc,0.6725868007275043,0.6404676396283634,0.7044516844655414,2928,patient
lynch_2022,IOBP2,patchtst,auprc,0.41932812185307045,0.3695869057023185,0.47089627173749204,2928,patient
