run_id,run_path,checkpoint,experiment_type,ctx_fh,model,dataset,mode,cov_bucket,timestamp,context_length,forecast_length,rmse,mae,mape,mse,wql,brier_3_9,mace,coverage_50,coverage_80,coverage_90,coverage_95,sharpness_50,sharpness_80,sharpness_90,sharpness_95,dilate_g0001,shape_g0001,temporal_g0001,dilate_g001,shape_g001,temporal_g001,dilate_g01,shape_g01,temporal_g01,total_episodes,git_commit
2026-04-25_204319_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/chronos2/2026-04-25_204319_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/chronos2/2026-04-25_0433_RID20260425_043312_257852_11_bg_iob_ia_high_lr_ctx128/model.pt,nocturnal_forecasting_ctx_ablation,128ctx_96fh,chronos2,lynch_2022,finetuned,iob,2026-04-25 20:45:10.161185,128,96,2.6841184778692937,,,,0.7758914518540754,0.02591677778141807,0.05112064549180327,0.5702698087431693,0.8466636782786885,,,3.9016563551698074,7.560288645141336,,,239.27387210797255,465.05579009191086,13.491954124034155,239.23768972828523,464.8890669606289,13.58631249594167,236.7147739403269,460.51373915521214,12.915808725441552,2928,ed8f7fc
2026-04-25_204535_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/chronos2/2026-04-25_204535_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/chronos2/2026-04-25_1413_RID20260425_141311_257848_12_bg_iob_ia_high_lr_ctx64/model.pt,nocturnal_forecasting_ctx_ablation,64ctx_96fh,chronos2,lynch_2022,finetuned,iob,2026-04-25 20:47:22.206085,64,96,3.075721767107171,,,,0.9058525110528574,0.03245056924724101,0.0590665161404574,0.542573855874317,0.8165485541894353,,,4.25064083376818,8.653596571309048,,,340.70863881947423,665.0952076558102,16.32206998313831,340.6827193553344,664.9523553149751,16.413083395693835,338.39852446168544,661.1329970961978,15.66405182717309,2928,ed8f7fc
2026-04-28_220702_aleppo_2017_finetuned,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/deepar/2026-04-28_220702_aleppo_2017_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-28_0725_RID20260428_072516_909752_10_low_lr,nocturnal_forecasting_ctx_ablation,512ctx_96fh,deepar,aleppo_2017,finetuned,bg_only,2026-04-28 22:10:06.637906,512,96,2.917485159549743,,,,0.8470639138272562,0.04254001498538606,0.03000082925253795,0.5682815814282347,0.8685555621022861,,,4.198065047414395,8.366997807736801,,,233.89798509521876,449.3295467576567,18.466423432780765,233.94678520812724,449.1838574665951,18.709712949659338,231.9400900702652,445.29780512526264,18.582375015267818,4243,62228f1
2026-04-29_055232_aleppo_2017_finetuned,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/deepar/2026-04-29_055232_aleppo_2017_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070597_10_low_lr_128ctx,nocturnal_forecasting_ctx_ablation,128ctx_96fh,deepar,aleppo_2017,finetuned,bg_only,2026-04-29 05:58:47.867981,128,96,3.2578337492523857,,,,0.9598359352801429,0.04715540327548427,0.0756484169747274,0.5904167320569157,0.892070124503034,,,5.159590804395222,9.622111136600509,,,297.3931795964322,577.5760805539834,17.210278638881174,297.43444127896225,577.4499444371337,17.41893812079087,295.68313048166414,573.8983888927296,17.46787207059867,6372,96a12f4
2026-04-29_055232_aleppo_2017_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/deepar/2026-04-29_055232_aleppo_2017_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070598_10_low_lr_64ctx,nocturnal_forecasting_ctx_ablation,64ctx_96fh,deepar,aleppo_2017,finetuned,bg_only,2026-04-29 05:59:03.629682,64,96,3.3740624340553214,,,,0.982269309818195,0.04546407118699309,0.061142440214495074,0.6151079136690647,0.8909060251798561,,,5.452253776820667,9.881394046958874,,,327.8642703069972,639.6494731525821,16.079067461412485,327.905669751586,639.519933422144,16.291406081027933,326.07710210488176,635.8784096663903,16.27579454337312,6672,96a12f4
2026-04-29_055232_aleppo_2017_finetuned,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/deepar/2026-04-29_055232_aleppo_2017_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070596_10_low_lr_256ctx,nocturnal_forecasting_ctx_ablation,256ctx_96fh,deepar,aleppo_2017,finetuned,bg_only,2026-04-29 05:57:50.706707,256,96,5.192579715392853,,,,1.5991337121793243,0.04203796764645759,0.3179988891457338,0.2963169642857143,0.6231434928340268,,,5.416417646779168,9.724731692611668,,,977.8704051843973,1932.5479903615421,23.192820007252166,977.9267891978072,1932.4889183960593,23.364659999555247,977.1157326252003,1930.680066290973,23.55139895942772,5768,96a12f4
2026-04-28_215942_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/deepar/2026-04-28_215942_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-28_0725_RID20260428_072516_909752_10_low_lr,nocturnal_forecasting_ctx_ablation,512ctx_96fh,deepar,brown_2019,finetuned,bg_only,2026-04-28 22:01:55.354681,512,96,2.76051158972342,,,,0.8060804377169509,0.021590388943121087,0.052799169608043345,0.6206818281263674,0.9003210597707184,,,4.400549703160311,8.802421593769981,,,217.6358102936751,419.0205167741368,16.251103813213422,217.67614563941657,418.8665042123558,16.4857870664774,215.5096011157276,414.7132992989488,16.30590293250634,3809,62228f1
2026-04-29_055232_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/deepar/2026-04-29_055232_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070597_10_low_lr_128ctx,nocturnal_forecasting_ctx_ablation,128ctx_96fh,deepar,brown_2019,finetuned,bg_only,2026-04-29 05:56:28.699459,128,96,3.2551985734052473,,,,0.9652825267011236,0.027765168532797,0.10453309334768762,0.5994524626564393,0.9120029269277352,,,5.367601352185007,10.014360464652649,,,310.4680669495605,605.0864929642893,15.84964093483181,310.504020072086,604.971891896163,16.036148248008853,308.84589354081857,601.6538682024031,16.03791887923401,4954,96a12f4
2026-04-29_055232_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/deepar/2026-04-29_055232_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070598_10_low_lr_64ctx,nocturnal_forecasting_ctx_ablation,64ctx_96fh,deepar,brown_2019,finetuned,bg_only,2026-04-29 05:56:40.141576,64,96,3.4151057305167662,,,,0.9975009951052194,0.02474526219547425,0.09353608810120081,0.6238060264560458,0.9145676812431772,,,5.70488192481583,10.333817715677318,,,352.50005638307226,690.1392452429533,14.86086752319109,352.5246467478343,690.0192801562504,15.030013339418351,350.7947990943514,686.5519256304658,15.037672558236958,5191,96a12f4
2026-04-29_055232_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/deepar/2026-04-29_055232_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070596_10_low_lr_256ctx,nocturnal_forecasting_ctx_ablation,256ctx_96fh,deepar,brown_2019,finetuned,bg_only,2026-04-29 05:55:46.287679,256,96,5.58441876961689,,,,1.7483036241794205,0.01978440574519296,0.3434846456313021,0.236853651034882,0.5787785859024461,,,5.683025167162403,10.173008629942107,,,1145.8799641172868,2266.7376199932073,25.022308241366183,1145.9229202256677,2266.6915781573716,25.154262293964035,1145.3261901247765,2265.285541602008,25.366838647545123,4606,96a12f4
2026-04-28_220011_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/deepar/2026-04-28_220011_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-28_0725_RID20260428_072516_909752_10_low_lr,nocturnal_forecasting_ctx_ablation,512ctx_96fh,deepar,lynch_2022,finetuned,bg_only,2026-04-28 22:02:26.985899,512,96,2.629881776926638,,,,0.7800569172056889,0.02568701682727192,0.06061992448391015,0.6242173269581056,0.892855618169399,,,4.31521997908913,8.606705741667689,,,183.32794479467594,352.68324569320174,13.972643896150126,183.36396299187172,352.5366847665775,14.191241217165958,181.18592025462075,348.3065645665421,14.065275942699415,2928,62228f1
2026-04-29_055232_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/deepar/2026-04-29_055232_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070597_10_low_lr_128ctx,nocturnal_forecasting_ctx_ablation,128ctx_96fh,deepar,lynch_2022,finetuned,bg_only,2026-04-29 05:56:47.836041,128,96,3.1699164246735356,,,,0.9468273988417792,0.032870931493050926,0.12074895174015568,0.6183730253709909,0.9105782272219562,,,5.347968806069329,9.963333749630122,,,286.076303789998,558.9028462546439,13.249761325352091,286.10307423188624,558.7915156320852,13.414632831687216,284.4022458987615,555.3371493082151,13.467342489307894,4178,96a12f4
2026-04-29_055232_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/deepar/2026-04-29_055232_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070598_10_low_lr_64ctx,nocturnal_forecasting_ctx_ablation,64ctx_96fh,deepar,lynch_2022,finetuned,bg_only,2026-04-29 05:56:57.906606,64,96,3.4265356685282904,,,,0.9963659243240629,0.030430134616554704,0.10344068038160387,0.621402029575977,0.9015485891051759,,,5.616191733734334,10.171241743621344,,,343.48436931075906,674.2407296442905,12.728008977227784,343.51355407029035,674.125088848096,12.902019292484699,341.76520038964617,670.5678671822392,12.962533597053227,4418,96a12f4
2026-04-29_055232_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/deepar/2026-04-29_055232_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/deepar/2026-04-29_0433_RID20260429_043343_1070596_10_low_lr_256ctx,nocturnal_forecasting_ctx_ablation,256ctx_96fh,deepar,lynch_2022,finetuned,bg_only,2026-04-29 05:56:11.122075,256,96,5.911319202545289,,,,1.8510337219328934,0.024682600241536016,0.3517384398377996,0.21591923612925706,0.5464081961501611,,,5.52862910611206,9.904580055155343,,,1278.7437898769301,2532.437084954172,25.05049479968815,1278.792309753237,2532.396803441167,25.18781606530758,1278.2329806109171,2531.0882299392047,25.377731282629686,3827,96a12f4
2026-04-29_003332_aleppo_2017_finetuned,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/patchtst/2026-04-29_003332_aleppo_2017_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-28_0803_RID20260428_080348_916053_09_high_lr,nocturnal_forecasting_ctx_ablation,512ctx_96fh,patchtst,aleppo_2017,finetuned,bg_only,2026-04-29 00:36:11.432532,512,96,2.6826775923535724,,,,0.7723436042276752,0.04101604953906249,0.013454840652578098,0.5227507070469007,0.8407303205279284,,,3.4626297558978947,6.728017103962114,,,219.83904075211092,422.0012186403086,17.67686286391322,219.87401382808048,421.85887654308294,17.889151113078004,217.75714954968495,417.9279779061022,17.586321193267707,4243,62228f1
2026-04-29_060731_aleppo_2017_finetuned,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/patchtst/2026-04-29_060731_aleppo_2017_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-29_0452_RID20260429_045240_1076699_09_high_lr_256ctx,nocturnal_forecasting_ctx_ablation,256ctx_96fh,patchtst,aleppo_2017,finetuned,bg_only,2026-04-29 06:11:32.460037,256,96,2.6975083289206627,,,,0.7808319561191962,0.04125161453246154,0.030029103739661982,0.5198617371705964,0.8440732634073048,,,3.5827546626063764,6.965241151084667,,,228.37566634754177,439.41588513779885,17.335447557284674,228.39550925580872,439.25614000040605,17.534878511211385,226.12896989117942,435.17308626440916,17.084853517949615,5768,96a12f4
2026-04-29_060731_aleppo_2017_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/patchtst/2026-04-29_060731_aleppo_2017_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-29_0452_RID20260429_045240_1076702_09_high_lr_64ctx,nocturnal_forecasting_ctx_ablation,64ctx_96fh,patchtst,aleppo_2017,finetuned,bg_only,2026-04-29 06:12:08.892901,64,96,2.736402139618373,,,,0.7982283306724907,0.04190840182490123,0.03655360433875123,0.5519693620103916,0.8754387115307755,,,3.9322894677301297,7.664745249940888,,,245.63309131442966,472.46755456337183,18.79862806548746,245.65217081541758,472.3250163732329,18.979325257602223,243.51676660900662,468.5940438120614,18.43948940595192,6672,96a12f4
2026-04-29_060731_aleppo_2017_finetuned,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/patchtst/2026-04-29_060731_aleppo_2017_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-29_0452_RID20260429_045240_1076700_09_high_lr_128ctx,nocturnal_forecasting_ctx_ablation,128ctx_96fh,patchtst,aleppo_2017,finetuned,bg_only,2026-04-29 06:11:58.392013,128,96,2.766728299965318,,,,0.808735414094417,0.04161047811885392,0.05038089820046035,0.5184662063193137,0.8501108364720653,,,3.7553010737026695,7.322280530061582,,,256.81882407651216,495.43314163906257,18.204506513961825,256.8309234784492,495.2824042307856,18.379442726112956,254.61168880873632,491.4377324547856,17.78564516268707,6372,96a12f4
2026-04-29_002656_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/patchtst/2026-04-29_002656_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-28_0803_RID20260428_080348_916053_09_high_lr,nocturnal_forecasting_ctx_ablation,512ctx_96fh,patchtst,brown_2019,finetuned,bg_only,2026-04-29 00:28:50.285293,512,96,2.47690434270442,,,,0.7093885463921249,0.019628209750184714,0.06057333751446378,0.5843698039730462,0.8846591406318368,,,3.5080536458099467,6.811951814690029,,,196.40202488568522,377.80761567058016,14.996434100790216,196.42057682231737,377.67243818258714,15.16871546204765,194.29828336014975,373.78612731522173,14.810439405077743,3809,62228f1
2026-04-29_060731_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/patchtst/2026-04-29_060731_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-29_0452_RID20260429_045240_1076699_09_high_lr_256ctx,nocturnal_forecasting_ctx_ablation,256ctx_96fh,patchtst,brown_2019,finetuned,bg_only,2026-04-29 06:10:03.543081,256,96,2.519910671908224,,,,0.7273759618813213,0.01992108267356595,0.07013537093324328,0.5740293457808656,0.8819678137212332,,,3.631765879304988,7.05532048344596,,,208.3101032389139,400.6139067173868,16.00629976044103,208.3132778729514,400.46062566594276,16.165930079960052,206.01366710066077,396.42234886357284,15.604985337748765,4606,96a12f4
2026-04-29_060731_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/patchtst/2026-04-29_060731_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-29_0452_RID20260429_045240_1076702_09_high_lr_64ctx,nocturnal_forecasting_ctx_ablation,64ctx_96fh,patchtst,brown_2019,finetuned,bg_only,2026-04-29 06:10:27.106288,64,96,2.629570085117516,,,,0.7682728741820583,0.020315470766425356,0.06975873484734978,0.597169379695627,0.9028888139729018,,,4.027533710206232,7.8342694046412005,,,237.2502094810901,456.3228387586393,18.17758020354099,237.2582726373207,456.188346658311,18.32819861633039,235.13396610721108,452.5518159607906,17.716116253631576,5191,96a12f4
2026-04-29_060731_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/patchtst/2026-04-29_060731_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-29_0452_RID20260429_045240_1076700_09_high_lr_128ctx,nocturnal_forecasting_ctx_ablation,128ctx_96fh,patchtst,brown_2019,finetuned,bg_only,2026-04-29 06:10:16.041916,128,96,2.6735292036741165,,,,0.7832742549108042,0.01977199705008253,0.08819701438418638,0.5411935641232674,0.8876286838918046,,,3.872296862824328,7.535800381288756,,,251.5590117687108,485.3917231550504,17.726300382371225,251.5548348728205,485.25634072105316,17.853329024587858,249.42660303670178,481.6686077562898,17.18459831711369,4954,96a12f4
2026-04-29_002822_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/patchtst/2026-04-29_002822_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-28_0803_RID20260428_080348_916053_09_high_lr,nocturnal_forecasting_ctx_ablation,512ctx_96fh,patchtst,lynch_2022,finetuned,bg_only,2026-04-29 00:30:29.439047,512,96,2.451244781091121,,,,0.7049868951207703,0.023910149372985454,0.0667714183616677,0.5890397313296905,0.8879639116575591,,,3.5608662928387567,6.910846832084074,,,195.94350130027885,378.9119222792075,12.975080321350195,195.95696615534203,378.7883750702721,13.125557240412093,193.8896470340422,374.99526884836143,12.784025219722997,2928,62228f1
2026-04-29_060731_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/patchtst/2026-04-29_060731_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-29_0452_RID20260429_045240_1076699_09_high_lr_256ctx,nocturnal_forecasting_ctx_ablation,256ctx_96fh,patchtst,lynch_2022,finetuned,bg_only,2026-04-29 06:10:11.933221,256,96,2.520742947439619,,,,0.7321546428237355,0.02456031168861674,0.07878427159848639,0.5722715791307377,0.8803267354760039,,,3.680985987615225,7.148539283349279,,,213.57693907501255,413.2838545529253,13.870023597099838,213.57372983697172,413.1426636579159,14.004796016027543,211.31691214669056,409.17318181326146,13.460642480119622,3827,96a12f4
2026-04-29_060731_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/patchtst/2026-04-29_060731_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/patchtst/2026-04-29_0452_RID20260429_045240_1076702_09_high_lr_64ctx,nocturnal_forecasting_ctx_ablation,64ctx_96fh,patchtst,lynch_2022,finetuned,bg_only,2026-04-29 06:10:34.804363,64,96,2.6143269339010446,,,,0.7688564814461696,0.025665306563349918,0.08911822217192295,0.6014646521804737,0.905113550626226,,,4.100012604190762,7.970259375783377,,,243.1097000476528,469.7208299512087,16.498570144096966,243.11392288241439,469.597324973693,16.630520791135858,241.005650646532,466.037372263527,15.973929029537,4418,96a12f4
