run_id,run_path,checkpoint,experiment_type,ctx_fh,model,dataset,mode,timestamp,context_length,forecast_length,rmse,mae,mape,mse,wql,brier_3_9,mace,coverage_50,coverage_80,coverage_90,coverage_95,sharpness_50,sharpness_80,sharpness_90,sharpness_95,dilate_g0001,shape_g0001,temporal_g0001,dilate_g001,shape_g001,temporal_g001,dilate_g01,shape_g01,temporal_g01,total_episodes,git_commit
2026-04-25_204506_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/chronos2/2026-04-25_204506_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/chronos2/2026-04-25_0433_RID20260425_043312_257852_11_bg_iob_ia_high_lr_ctx128/model.pt,nocturnal_forecasting,128ctx_96fh,chronos2,brown_2019,finetuned,2026-04-25T20:46:44.256421,128,96,2.8030471948311644,,,,0.8088000670127606,0.02129498055146354,0.053508138619060126,0.5253183250196902,0.8057232869519559,,,3.6908788775151966,7.146834344374671,,,271.55829637167983,526.8121932875578,16.304399455801914,271.5132652713612,526.6436414986722,16.382889044050128,268.9187273473391,522.3685325061863,15.468922188491772,3809,ed8f7fc
2026-04-25_204516_brown_2019_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/chronos2/2026-04-25_204516_brown_2019_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/chronos2/2026-04-25_1413_RID20260425_141311_257848_12_bg_iob_ia_high_lr_ctx64/model.pt,nocturnal_forecasting,64ctx_96fh,chronos2,brown_2019,finetuned,2026-04-25T20:46:53.878713,64,96,3.0544575786775843,,,,0.8908698287940965,0.027547928473164382,0.06356017181529129,0.5170457031591844,0.7971771899886235,,,4.006672844183477,8.258131971604124,,,344.1999508605037,671.0428581403695,17.357043580637896,344.15956567459324,670.8888775532039,17.43025379598268,341.70628551228765,666.955153298675,16.457417725900324,3809,ed8f7fc
2026-04-25_204821_brown_2019_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/chronos2/2026-04-25_204821_brown_2019_zeroshot,,nocturnal_forecasting,128ctx_96fh,chronos2,brown_2019,zeroshot,2026-04-25T20:49:12.045250,128,96,3.1445491750291765,,,,0.8979504961832547,0.02571166138482171,0.0881504453390119,0.5228926008576179,0.8346788308392404,,,4.148885971172396,8.136307283699345,,,378.7069493952565,737.4745329479113,19.939365842601784,378.6586838595053,737.3317414921249,19.985626226885515,376.25481765958324,733.7229503761512,18.786684943015487,3809,ed8f7fc
2026-04-25_204839_brown_2019_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/chronos2/2026-04-25_204839_brown_2019_zeroshot,,nocturnal_forecasting,64ctx_96fh,chronos2,brown_2019,zeroshot,2026-04-25T20:49:27.593954,64,96,3.4690611855399154,,,,0.9917116830411118,0.037566469825399226,0.06925027712143754,0.4777664741401943,0.7740740133018291,,,4.093845223598009,8.29133977260598,,,452.5699582506538,884.1010693280558,21.038847173251735,452.5467378215345,883.9688694143725,21.124606228696518,450.3077969648941,880.56596331258,20.049630617208145,3809,ed8f7fc
2026-04-25_204319_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/chronos2/2026-04-25_204319_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/chronos2/2026-04-24_1029_RID20260424_102928_135911_04_bg_iob_ia_high_lr/model.pt,nocturnal_forecasting,512ctx_96fh,chronos2,lynch_2022,finetuned,2026-04-25T20:44:59.696236,512,96,2.2584035445276562,,,,0.6200549141563524,0.02372563169869492,0.008237436121230521,0.5205914162112932,0.8071031136156648,,,2.6889937947205653,5.259384721882289,,,146.68855081988457,283.0918691482045,10.285232491564605,146.6385969416526,282.8798445365711,10.397349346734076,143.69762162880076,277.5088072020017,9.886436055599784,2928,ed8f7fc
2026-04-25_204319_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/chronos2/2026-04-25_204319_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/chronos2/2026-04-25_0600_RID20260425_060004_257850_10_bg_iob_ia_high_lr_ctx256/model.pt,nocturnal_forecasting,256ctx_96fh,chronos2,lynch_2022,finetuned,2026-04-25T20:45:08.763451,256,96,2.4466383810809536,,,,0.6823770003347126,0.024263482896839866,0.012087159734871499,0.5395676798724954,0.8254745844717669,,,3.1271724375367733,6.10795016282277,,,180.61976582865242,349.1436519597142,12.095879697590677,180.57860359738132,348.95132803090127,12.20587916386141,177.8405575273562,344.0199944770881,11.661120577624246,2928,ed8f7fc
2026-04-25_204651_lynch_2022_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/chronos2/2026-04-25_204651_lynch_2022_zeroshot,,nocturnal_forecasting,512ctx_96fh,chronos2,lynch_2022,zeroshot,2026-04-25T20:48:08.988295,512,96,2.672439911136349,,,,0.7677072895026146,0.025254265541299822,0.0788691718528638,0.5737171277322405,0.8733777322404371,,,3.980853221554798,7.5556605003607915,,,258.438045239487,499.27685364188716,17.599236837086874,258.3736283231651,499.1216358962921,17.62562075003814,255.64849375084475,495.02164395494,16.27534354674941,2928,ed8f7fc
2026-04-25_204319_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/chronos2/2026-04-25_204319_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/chronos2/2026-04-25_0433_RID20260425_043312_257852_11_bg_iob_ia_high_lr_ctx128/model.pt,nocturnal_forecasting,128ctx_96fh,chronos2,lynch_2022,finetuned,2026-04-25T20:45:10.161185,128,96,2.6841184778692937,,,,0.7758914518540754,0.02591677778141807,0.05112064549180327,0.5702698087431693,0.8466636782786885,,,3.9016563551698074,7.560288645141336,,,239.27387210797255,465.05579009191086,13.491954124034155,239.23768972828523,464.8890669606289,13.58631249594167,236.7147739403269,460.51373915521214,12.915808725441552,2928,ed8f7fc
2026-04-25_204807_lynch_2022_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/chronos2/2026-04-25_204807_lynch_2022_zeroshot,,nocturnal_forecasting,256ctx_96fh,chronos2,lynch_2022,zeroshot,2026-04-25T20:49:25.911349,256,96,2.8594900697499823,,,,0.8206079759489466,0.027560861701828844,0.07587090163934425,0.5633253642987249,0.8683188183060109,,,4.165248733513457,8.065893838285572,,,298.11698474778603,577.7785944108723,18.455375084699735,298.06337189061895,577.628932532168,18.497811249069795,295.46572379300176,573.6968847955321,17.234562790471323,2928,ed8f7fc
2026-04-25_204535_lynch_2022_finetuned,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/chronos2/2026-04-25_204535_lynch_2022_finetuned,/data/home/cjrisi/nocturnal/trained_models/artifacts/chronos2/2026-04-25_1413_RID20260425_141311_257848_12_bg_iob_ia_high_lr_ctx64/model.pt,nocturnal_forecasting,64ctx_96fh,chronos2,lynch_2022,finetuned,2026-04-25T20:47:22.206085,64,96,3.075721767107171,,,,0.9058525110528574,0.03245056924724101,0.0590665161404574,0.542573855874317,0.8165485541894353,,,4.25064083376818,8.653596571309048,,,340.70863881947423,665.0952076558102,16.32206998313831,340.6827193553344,664.9523553149751,16.413083395693835,338.39852446168544,661.1329970961978,15.66405182717309,2928,ed8f7fc
2026-04-25_204816_lynch_2022_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/chronos2/2026-04-25_204816_lynch_2022_zeroshot,,nocturnal_forecasting,128ctx_96fh,chronos2,lynch_2022,zeroshot,2026-04-25T20:49:33.784231,128,96,3.2658422479510842,,,,0.9363665804578055,0.032993273888226836,0.09024915882412467,0.5366290983606558,0.854799920309654,,,4.505066403564835,8.850075764531518,,,402.6263015307095,786.5119223336372,18.74068072778164,402.6056211611203,786.3794614000219,18.83178092221876,400.3767727003174,782.8746580059164,17.878887394718458,2928,ed8f7fc
2026-04-25_204932_lynch_2022_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/chronos2/2026-04-25_204932_lynch_2022_zeroshot,,nocturnal_forecasting,64ctx_96fh,chronos2,lynch_2022,zeroshot,2026-04-25T20:50:52.540344,64,96,3.7317255159037623,,,,1.0693358347506057,0.04691852174352076,0.06564294613944548,0.4881104849726776,0.7818725808287798,,,4.470013708451708,9.075533166721138,,,523.714616370481,1027.5348029614715,19.894429779490515,523.7081907190559,1027.4122597844362,20.0041216536755,521.7170450794326,1024.1810899674467,19.253000191418682,2928,ed8f7fc
2026-04-25_204700_tamborlane_2008_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/512ctx_96fh/chronos2/2026-04-25_204700_tamborlane_2008_zeroshot,,nocturnal_forecasting,512ctx_96fh,chronos2,tamborlane_2008,zeroshot,2026-04-25T20:50:16.891520,512,96,3.353553374912766,,,,0.9554019795945571,0.04578063332725988,0.00847511627747207,0.4969702590737648,0.791316932541891,,,4.119656414653193,7.730084960054931,,,421.6446379210485,826.9135760331546,16.375699808942212,421.61576255022555,826.8075952684487,16.423929832002447,419.744393226922,823.8252853630235,15.663501090820532,10782,ed8f7fc
2026-04-25_204806_tamborlane_2008_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/256ctx_96fh/chronos2/2026-04-25_204806_tamborlane_2008_zeroshot,,nocturnal_forecasting,256ctx_96fh,chronos2,tamborlane_2008,zeroshot,2026-04-25T20:51:21.355430,256,96,3.506059834540284,,,,0.9978013990792822,0.048735394493555156,0.010068993590139979,0.4941588604464231,0.7922869133741421,,,4.239647712390763,8.13393470496566,,,449.23605515908577,881.9481905841152,16.523919734056303,449.2108275270367,881.8429953798443,16.57865967422922,447.40299729509854,878.9111951718975,15.894799418299892,10782,ed8f7fc
2026-04-25_205025_tamborlane_2008_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/128ctx_96fh/chronos2/2026-04-25_205025_tamborlane_2008_zeroshot,,nocturnal_forecasting,128ctx_96fh,chronos2,tamborlane_2008,zeroshot,2026-04-25T20:53:48.829791,128,96,3.775908691925511,,,,1.078649558206626,0.05642637196460022,0.01189181901248308,0.4765716781054844,0.7697928260063068,,,4.348387786716265,8.56752056850237,,,517.0469188884192,1017.2047526844474,16.88908509239119,517.029852252946,1017.1051546204833,16.954549885408678,515.3515819491467,1014.3273882391912,16.375775659102395,10782,ed8f7fc
2026-04-25_205129_tamborlane_2008_zeroshot,experiments/nocturnal_forecasting_ctx_ablation/64ctx_96fh/chronos2/2026-04-25_205129_tamborlane_2008_zeroshot,,nocturnal_forecasting,64ctx_96fh,chronos2,tamborlane_2008,zeroshot,2026-04-25T20:54:51.907490,64,96,4.160302195868886,,,,1.1906275415382703,0.06662055684463604,0.028947744697953373,0.43538613738947624,0.7173375378717616,,,4.383195766004339,8.844472793599635,,,624.3236850376694,1230.99847002692,17.648900048418774,624.3101678231596,1230.9048826061444,17.71545304017505,622.743412997651,1228.3157601593239,17.171065835978094,10782,ed8f7fc
