validation_id,model_id,runtime_secs,MeanSquaredError_mean,MeanSquaredError_std
p02,ZeroShotTinyTimeMixerForecaster,7.877197265625,2.1222979340111934,0.6735367165793182
p03,ZeroShotTinyTimeMixerForecaster,4.828758478164673,3.213307425212042,2.069466446748672
p04,ZeroShotTinyTimeMixerForecaster,0.4319169521331787,1.840493142371549,0.5380413466523617
p10,ZeroShotTinyTimeMixerForecaster,0.4425640106201172,1.479328994595,0.5891331922349868
p11,ZeroShotTinyTimeMixerForecaster,0.4325573444366455,2.5428151106963592,1.1025867036376102
p12,ZeroShotTinyTimeMixerForecaster,0.924046754837036,2.5435862023963285,1.8271439008511463
