validation_id,model_id,runtime_secs,MeanSquaredError_mean,MeanSquaredError_std
p01,AutoARIMA-start_p_2-max_p_72-start_q_2-max_q_72-seasonal_False-n_jobs_-1,83.23740720748901,3.631366995680221,1.8839553333847507
p01,AutoREG-lags_1-trend_c-seasonal_False,0.237440824508667,4.260655773244856,2.1953937781746347
p01,AutoREG-lags_1-trend_ct-seasonal_False,0.10939621925354,4.57682707930227,2.3951564357180373
p01,AutoREG-lags_1-trend_n-seasonal_False,0.2866091728210449,3.762602661576061,2.12777265453651
p01,AutoREG-lags_1-trend_t-seasonal_False,0.1082053184509277,3.8047789057537553,2.4066527815930336
p01,AutoREG-lags_12-trend_c-seasonal_False,0.10628342628479,3.926471060554168,1.8462899412494609
p01,AutoREG-lags_12-trend_ct-seasonal_False,0.1168208122253418,3.888595666983426,1.8970473522972373
p01,AutoREG-lags_12-trend_n-seasonal_False,0.1166691780090332,3.117832745016362,1.511918567876935
p01,AutoREG-lags_12-trend_t-seasonal_False,0.1063811779022216,3.4165864705555906,1.6317540419015295
p01,AutoREG-lags_16-trend_c-seasonal_False,0.1165120601654052,3.879419559152736,1.8748343542436845
p01,AutoREG-lags_16-trend_ct-seasonal_False,0.1101162433624267,3.8410354111029608,1.928414994329764
p01,AutoREG-lags_16-trend_n-seasonal_False,0.1175413131713867,3.024732596901879,1.4613977199373425
p01,AutoREG-lags_16-trend_t-seasonal_False,0.1166329383850097,3.3205492926889337,1.583070129407072
p01,AutoREG-lags_2-trend_c-seasonal_False,0.1061747074127197,4.03985049106372,1.762299660676462
p01,AutoREG-lags_2-trend_ct-seasonal_False,0.1059401035308837,4.01547251328447,1.8502911794817365
p01,AutoREG-lags_2-trend_n-seasonal_False,0.1072564125061035,3.327614285792187,1.194442129096048
p01,AutoREG-lags_2-trend_t-seasonal_False,0.1061077117919921,3.501643423144003,1.661124898601227
p01,AutoREG-lags_20-trend_c-seasonal_False,0.1123688220977783,3.924101231860381,1.8686124906503088
p01,AutoREG-lags_20-trend_ct-seasonal_False,0.1200625896453857,3.890432283879511,1.941716849997121
p01,AutoREG-lags_20-trend_n-seasonal_False,0.1164040565490722,3.049083871978904,1.548946535097124
p01,AutoREG-lags_20-trend_t-seasonal_False,0.1165120601654052,3.411347378663635,1.5673913327055682
p01,AutoREG-lags_24-trend_c-seasonal_False,0.1197538375854492,3.94717963398914,1.8808809943581823
p01,AutoREG-lags_24-trend_ct-seasonal_False,0.1166083812713623,3.9189204442312335,1.9551969371962443
p01,AutoREG-lags_24-trend_n-seasonal_False,0.1270699501037597,3.1135853679774006,1.576065382723936
p01,AutoREG-lags_24-trend_t-seasonal_False,0.1160519123077392,3.444232065929921,1.5850220277304208
p01,AutoREG-lags_28-trend_c-seasonal_False,0.1265234947204589,3.972789032501825,1.879211918675322
